,Symbol,Market,Name,s_Name
2276,168330,KOSDAQ,내츄럴엔도텍,내츄럴엔도텍
2277,094860,KOSDAQ,네오리진,네오리진
2278,253590,KOSDAQ,네오셈,네오셈
2279,212560,KOSDAQ,네오오토,네오오토
2280,095660,KOSDAQ,네오위즈,네오위즈
2281,042420,KOSDAQ,네오위즈홀딩스,네오위즈홀딩스
2282,950220,KOSDAQ,네오이뮨텍,네오이뮨텍
2283,311390,KOSDAQ,네오크레마,네오크레마
2284,085910,KOSDAQ,네오티스,네오티스
2285,092730,KOSDAQ,네오팜,네오팜
2286,290660,KOSDAQ,네오펙트,네오펙트
2287,306620,KOSDAQ,네온테크,네온테크
2288,153460,KOSDAQ,네이블,네이블
2289,007390,KOSDAQ,네이처셀,네이처셀
2290,033640,KOSDAQ,네패스,네패스
2291,330860,KOSDAQ,네패스아크,네패스아크
2292,005720,KOSPI,넥센,넥센
2293,005725,KOSPI,넥센우,넥센우
2294,002350,KOSPI,넥센타이어,넥센타이어
2295,002355,KOSPI,넥센타이어1우B,넥센타이어1우b
2296,089140,KOSDAQ,넥스턴바이오,넥스턴바이오
2297,137940,KOSDAQ,넥스트아이,넥스트아이
2298,348210,KOSDAQ,넥스틴,넥스틴
2299,225570,KOSDAQ,넥슨게임즈,넥슨게임즈
2300,217270,KOSDAQ,넵튠,넵튠
2301,251270,KOSPI,넷마블,넷마블
2302,317860,KONEX,노드메이슨,노드메이슨
2303,104620,KOSDAQ,노랑풍선,노랑풍선
2304,090350,KOSPI,노루페인트,노루페인트
2305,090355,KOSPI,노루페인트우,노루페인트우
2306,000320,KOSPI,노루홀딩스,노루홀딩스
2307,000325,KOSPI,노루홀딩스우,노루홀딩스우
2308,194700,KOSDAQ,노바렉스,노바렉스
2309,285490,KOSDAQ,노바텍,노바텍
2310,229500,KONEX,노브메타파마,노브메타파마
2311,106520,KOSDAQ,노블엠앤비,노블엠앤비
2312,376930,KOSDAQ,노을,노을
2313,278650,KOSDAQ,노터스,노터스
2314,006280,KOSPI,녹십자,녹십자
2315,142280,KOSDAQ,녹십자엠에스,녹십자엠에스
2316,234690,KOSDAQ,녹십자웰빙,녹십자웰빙
2317,005250,KOSPI,녹십자홀딩스,녹십자홀딩스
2318,005257,KOSPI,녹십자홀딩스2우,녹십자홀딩스2우
2319,065560,KOSDAQ,녹원씨엔아이,녹원씨엔아이
2320,004370,KOSPI,농심,농심
2321,072710,KOSPI,농심홀딩스,농심홀딩스
2322,054050,KOSDAQ,농우바이오,농우바이오
2323,069140,KOSDAQ,누리플랜,누리플랜
2324,040160,KOSDAQ,누리플렉스,누리플렉스
2325,332290,KOSDAQ,누보,누보
2326,126870,KOSDAQ,뉴로스,뉴로스
2327,060260,KOSDAQ,뉴보텍,뉴보텍
2328,012340,KOSDAQ,뉴인텍,뉴인텍
2329,214870,KOSDAQ,뉴지랩파마,뉴지랩파마
2330,270870,KOSDAQ,뉴트리,뉴트리
2331,144960,KOSDAQ,뉴파워프라즈마,뉴파워프라즈마
2332,085670,KOSDAQ,뉴프렉스,뉴프렉스
2333,119860,KOSDAQ,다나와,다나와
2334,064260,KOSDAQ,다날,다날
2335,093640,KOSDAQ,다믈멀티미디어,다믈멀티미디어
2336,340360,KOSDAQ,다보링크,다보링크
2337,039560,KOSDAQ,다산네트웍스,다산네트웍스
2338,058730,KOSPI,다스코,다스코
2339,298870,KOSDAQ,다올인베스트먼트,다올인베스트먼트
2340,030210,KOSPI,다올투자증권,다올투자증권
2341,023590,KOSPI,다우기술,다우기술
2342,032190,KOSDAQ,다우데이타,다우데이타
2343,323350,KONEX,다원넥스뷰,다원넥스뷰
2344,068240,KOSDAQ,다원시스,다원시스
2345,145210,KOSPI,다이나믹디자인,다이나믹디자인
2346,271850,KONEX,다이오진,다이오진
2347,019680,KOSPI,대교,대교
2348,019685,KOSPI,대교우B,대교우b
2349,006370,KOSPI,대구백화점,대구백화점
2350,008060,KOSPI,대덕,대덕
2351,00806K,KOSPI,대덕1우,대덕1우
2352,353200,KOSPI,대덕전자,대덕전자
2353,35320K,KOSPI,대덕전자1우,대덕전자1우
2354,000490,KOSPI,대동,대동
2355,178600,KONEX,대동고려삼,대동고려삼
2356,020400,KOSDAQ,대동금속,대동금속
2357,008830,KOSDAQ,대동기어,대동기어
2358,048470,KOSDAQ,대동스틸,대동스틸
2359,008110,KOSPI,대동전자,대동전자
2360,004780,KOSDAQ,대륙제관,대륙제관
2361,005750,KOSPI,대림B&Co,대림b&co
2362,017650,KOSDAQ,대림제지,대림제지
2363,006570,KOSPI,대림통상,대림통상
2364,007720,KOSDAQ,대명소노시즌,대명소노시즌
2365,317850,KOSDAQ,대모,대모
2366,290670,KOSDAQ,대보마그네틱,대보마그네틱
2367,078140,KOSDAQ,대봉엘에스,대봉엘에스
2368,001680,KOSPI,대상,대상
2369,001685,KOSPI,대상우,대상우
2370,084690,KOSPI,대상홀딩스,대상홀딩스
2371,084695,KOSPI,대상홀딩스우,대상홀딩스우
2372,036480,KOSDAQ,대성미생물,대성미생물
2373,128820,KOSPI,대성산업,대성산업
2374,117580,KOSPI,대성에너지,대성에너지
2375,025440,KOSDAQ,대성엘텍,대성엘텍
2376,027830,KOSDAQ,대성창투,대성창투
2377,104040,KOSDAQ,대성파인텍,대성파인텍
2378,016710,KOSPI,대성홀딩스,대성홀딩스
2379,510007,KOSPI,대신 2X 니켈선물 ETN(H),대신 2x 니켈선물 etn(h)
2380,510005,KOSPI,대신 2X 아연선물 ETN(H),대신 2x 아연선물 etn(h)
2381,510020,KOSPI,대신 2X 알루미늄 선물 ETN(H),대신 2x 알루미늄 선물 etn(h)
2382,510017,KOSPI,대신 2X 철광석 선물 ETN(H),대신 2x 철광석 선물 etn(h)
2383,510001,KOSPI,대신 WTI원유 선물 ETN(H),대신 wti원유 선물 etn(h)
2384,510011,KOSPI,대신 골드 커버드콜 타겟 5%인컴 ETN(H),대신 골드 커버드콜 타겟 5%인컴 etn(h)
2385,510003,KOSPI,대신 니켈선물 ETN(H),대신 니켈선물 etn(h)
2386,510015,KOSPI,대신 밀 선물 ETN(H),대신 밀 선물 etn(h)
2387,510002,KOSPI,대신 아연선물 ETN(H),대신 아연선물 etn(h)
2388,510014,KOSPI,대신 알루미늄 선물 ETN(H),대신 알루미늄 선물 etn(h)
2389,510021,KOSPI,대신 인버스 2X 알루미늄 선물 ETN(H),대신 인버스 2x 알루미늄 선물 etn(h)
2390,510006,KOSPI,대신 인버스 니켈선물 ETN(H),대신 인버스 니켈선물 etn(h)
2391,510004,KOSPI,대신 인버스 아연선물 ETN(H),대신 인버스 아연선물 etn(h)
2392,510018,KOSPI,대신 인버스 알루미늄 선물 ETN(H),대신 인버스 알루미늄 선물 etn(h)
2393,510019,KOSPI,대신 인버스 천연가스 선물 ETN(H),대신 인버스 천연가스 선물 etn(h)
2394,510009,KOSPI,대신 인버스 철광석 선물 ETN(H),대신 인버스 철광석 선물 etn(h)
2395,510016,KOSPI,대신 천연가스 선물 ETN(H),대신 천연가스 선물 etn(h)
2396,510008,KOSPI,대신 철광석 선물 ETN(H),대신 철광석 선물 etn(h)
2397,70901B95,KOSPI,대신Japan하임03호A,대신japan하임03호a
2398,70902B95,KOSPI,대신Japan하임03호C-I,대신japan하임03호c-i
2399,70903B95,KOSPI,대신Japan하임03호C-W,대신japan하임03호c-w
2400,387310,KOSDAQ,대신밸런스제10호스팩,대신밸런스제10호스팩
2401,397500,KOSDAQ,대신밸런스제11호스팩,대신밸런스제11호스팩
2402,336570,KOSDAQ,대신밸런스제8호스팩,대신밸런스제8호스팩
2403,020180,KOSDAQ,대신정보통신,대신정보통신
2404,003540,KOSPI,대신증권,대신증권
2405,003547,KOSPI,대신증권2우B,대신증권2우b
2406,003545,KOSPI,대신증권우,대신증권우
2407,045390,KOSDAQ,대아티아이,대아티아이
2408,009190,KOSPI,대양금속,대양금속
2409,108380,KOSDAQ,대양전기공업,대양전기공업
2410,006580,KOSDAQ,대양제지,대양제지
2411,014160,KOSPI,대영포장,대영포장
2412,047040,KOSPI,대우건설,대우건설
2413,009320,KOSPI,대우부품,대우부품
2414,042660,KOSPI,대우조선해양,대우조선해양
2415,003090,KOSPI,대웅,대웅
2416,069620,KOSPI,대웅제약,대웅제약
2417,007680,KOSDAQ,대원,대원
2418,000430,KOSPI,대원강업,대원강업
2419,048910,KOSDAQ,대원미디어,대원미디어
2420,005710,KOSDAQ,대원산업,대원산업
2421,006340,KOSPI,대원전선,대원전선
2422,006345,KOSPI,대원전선우,대원전선우
2423,003220,KOSPI,대원제약,대원제약
2424,024890,KOSPI,대원화성,대원화성
2425,290380,KOSDAQ,대유,대유
2426,002880,KOSPI,대유에이텍,대유에이텍
2427,290120,KOSDAQ,대유에이피,대유에이피
2428,2901221A,KOSDAQ,대유에이피 3WR,대유에이피 3wr
2429,000300,KOSPI,대유플러스,대유플러스
2430,0003021C,KOSPI,대유플러스 12WR,대유플러스 12wr
2431,120240,KOSDAQ,대정화금,대정화금
2432,003310,KOSDAQ,대주산업,대주산업
2433,114920,KONEX,대주이엔티,대주이엔티
2434,078600,KOSDAQ,대주전자재료,대주전자재료
2435,012800,KOSPI,대창,대창
2436,015230,KOSPI,대창단조,대창단조
2437,096350,KOSDAQ,대창솔루션,대창솔루션
2438,140520,KOSDAQ,대창스틸,대창스틸
2439,131220,KOSDAQ,대한과학,대한과학
2440,010170,KOSDAQ,대한광통신,대한광통신
2441,060900,KOSDAQ,대한그린파워,대한그린파워
2442,054670,KOSDAQ,대한뉴팜,대한뉴팜
2443,001070,KOSPI,대한방직,대한방직
2444,023910,KOSDAQ,대한약품,대한약품
2445,006650,KOSPI,대한유화,대한유화
2446,001440,KOSPI,대한전선,대한전선
2447,084010,KOSPI,대한제강,대한제강
2448,001790,KOSPI,대한제당,대한제당
2449,001795,KOSPI,대한제당우,대한제당우
2450,001130,KOSPI,대한제분,대한제분
2451,003490,KOSPI,대한항공,대한항공
2452,003495,KOSPI,대한항공우,대한항공우
2453,005880,KOSPI,대한해운,대한해운
2454,003830,KOSPI,대한화섬,대한화섬
2455,016090,KOSPI,대현,대현
2456,069460,KOSPI,대호에이엘,대호에이엘
2457,021040,KOSDAQ,대호특수강,대호특수강
2458,021045,KOSDAQ,대호특수강우,대호특수강우
2459,067080,KOSDAQ,대화제약,대화제약
2460,298540,KOSDAQ,더네이쳐홀딩스,더네이쳐홀딩스
2461,192080,KOSPI,더블유게임즈,더블유게임즈
2462,299170,KOSDAQ,더블유에스아이,더블유에스아이
2463,012510,KOSPI,더존비즈온,더존비즈온
2464,302920,KONEX,더콘텐츠온,더콘텐츠온
2465,213420,KOSDAQ,덕산네오룩스,덕산네오룩스
2466,317330,KOSDAQ,덕산테코피아,덕산테코피아
2467,077360,KOSDAQ,덕산하이메탈,덕산하이메탈
2468,004830,KOSPI,덕성,덕성
2469,004835,KOSPI,덕성우,덕성우
2470,090410,KOSDAQ,덕신하우징,덕신하우징
2471,024900,KOSPI,덕양산업,덕양산업
2472,263600,KOSDAQ,덕우전자,덕우전자
2473,194480,KOSDAQ,데브시스터즈,데브시스터즈
2474,348840,KONEX,데이드림엔터,데이드림엔터
2475,263800,KOSDAQ,데이타솔루션,데이타솔루션
2476,199150,KONEX,데이터스트림즈,데이터스트림즈
2477,206560,KOSDAQ,덱스터,덱스터
2478,261200,KOSDAQ,덴티스,덴티스
2479,145720,KOSPI,덴티움,덴티움
2480,227420,KONEX,도부마스크,도부마스크
2481,067990,KOSDAQ,도이치모터스,도이치모터스
2482,70101781,KOSPI,도쿄중소형오피스1,도쿄중소형오피스1
2483,002150,KOSPI,도화엔지니어링,도화엔지니어링
2484,006620,KOSDAQ,동구바이오제약,동구바이오제약
2485,100130,KOSDAQ,동국S&C,동국s&c
2486,005160,KOSDAQ,동국산업,동국산업
2487,075970,KOSDAQ,동국알앤에스,동국알앤에스
2488,001230,KOSPI,동국제강,동국제강
2489,086450,KOSDAQ,동국제약,동국제약
2490,023450,KOSPI,동남합성,동남합성
2491,004140,KOSPI,동방,동방
2492,099410,KOSDAQ,동방선기,동방선기
2493,007590,KOSPI,동방아그로,동방아그로
2494,005960,KOSPI,동부건설,동부건설
2495,005965,KOSPI,동부건설우,동부건설우
2496,026960,KOSPI,동서,동서
2497,002210,KOSPI,동성제약,동성제약
2498,102260,KOSPI,동성케미컬,동성케미컬
2499,033500,KOSDAQ,동성화인텍,동성화인텍
2500,025950,KOSDAQ,동신건설,동신건설
2501,000640,KOSPI,동아쏘시오홀딩스,동아쏘시오홀딩스
2502,170900,KOSPI,동아에스티,동아에스티
2503,088130,KOSDAQ,동아엘텍,동아엘텍
2504,028100,KOSPI,동아지질,동아지질
2505,282690,KOSPI,동아타이어,동아타이어
2506,041930,KOSDAQ,동아화성,동아화성
2507,001520,KOSPI,동양,동양
2508,001527,KOSPI,동양2우B,동양2우b
2509,001529,KOSPI,동양3우B,동양3우b
2510,084670,KOSPI,동양고속,동양고속
2511,082640,KOSPI,동양생명,동양생명
2512,060380,KOSDAQ,동양에스텍,동양에스텍
2513,001525,KOSPI,동양우,동양우
2514,079960,KOSDAQ,동양이엔피,동양이엔피
2515,008970,KOSPI,동양철관,동양철관
2516,228340,KOSDAQ,동양파일,동양파일
2517,092780,KOSPI,동양피스톤,동양피스톤
2518,088910,KOSDAQ,동우팜투테이블,동우팜투테이블
2519,094170,KOSDAQ,동운아나텍,동운아나텍
2520,049770,KOSPI,동원F&B,동원f&b
2521,013120,KOSDAQ,동원개발,동원개발
2522,018500,KOSPI,동원금속,동원금속
2523,006040,KOSPI,동원산업,동원산업
2524,030720,KOSPI,동원수산,동원수산
2525,014820,KOSPI,동원시스템즈,동원시스템즈
2526,014825,KOSPI,동원시스템즈우,동원시스템즈우
2527,163560,KOSPI,동일고무벨트,동일고무벨트
2528,109860,KOSDAQ,동일금속,동일금속
2529,032960,KOSDAQ,동일기연,동일기연
2530,004890,KOSPI,동일산업,동일산업
2531,002690,KOSPI,동일제강,동일제강
2532,023790,KOSDAQ,동일철강,동일철강
2533,005290,KOSDAQ,동진쎄미켐,동진쎄미켐
2534,025900,KOSDAQ,동화기업,동화기업
2535,000020,KOSPI,동화약품,동화약품
2536,000150,KOSPI,두산,두산
2537,000157,KOSPI,두산2우B,두산2우b
2538,241560,KOSPI,두산밥캣,두산밥캣
2539,034020,KOSPI,두산에너빌리티,두산에너빌리티
2540,0340221B,KOSPI,두산에너빌리티 2WR,두산에너빌리티 2wr
2541,000155,KOSPI,두산우,두산우
2542,336260,KOSPI,두산퓨얼셀,두산퓨얼셀
2543,33626K,KOSPI,두산퓨얼셀1우,두산퓨얼셀1우
2544,33626L,KOSPI,두산퓨얼셀2우B,두산퓨얼셀2우b
2545,016740,KOSPI,두올,두올
2546,073190,KOSDAQ,듀오백,듀오백
2547,176750,KONEX,듀켐바이오,듀켐바이오
2548,030350,KOSDAQ,드래곤플라이,드래곤플라이
2549,203650,KOSDAQ,드림시큐리티,드림시큐리티
2550,223250,KOSDAQ,드림씨아이에스,드림씨아이에스
2551,060570,KOSDAQ,드림어스컴퍼니,드림어스컴퍼니
2552,192650,KOSPI,드림텍,드림텍
2553,217620,KOSDAQ,디딤,디딤
2554,016670,KOSDAQ,디모아,디모아
2555,187870,KOSDAQ,디바이스이엔지,디바이스이엔지
2556,066670,KOSDAQ,디스플레이텍,디스플레이텍
2557,024090,KOSPI,디씨엠,디씨엠
2558,003160,KOSPI,디아이,디아이
2559,092200,KOSPI,디아이씨,디아이씨
2560,110990,KOSDAQ,디아이티,디아이티
2561,078590,KOSDAQ,디아크,디아크
2562,263690,KOSDAQ,디알젬,디알젬
2563,214680,KOSDAQ,디알텍,디알텍
2564,377190,KOSPI,디앤디플랫폼리츠,디앤디플랫폼리츠
2565,263720,KOSDAQ,디앤씨미디어,디앤씨미디어
2566,376300,KOSDAQ,디어유,디어유
2567,141020,KOSDAQ,디에스앤엘,디에스앤엘
2568,109740,KOSDAQ,디에스케이,디에스케이
2569,131030,KOSDAQ,디에이치피코리아,디에이치피코리아
2570,196490,KOSDAQ,디에이테크놀로지,디에이테크놀로지
2571,066900,KOSDAQ,디에이피,디에이피
2572,180400,KOSDAQ,디엑스앤브이엑스,디엑스앤브이엑스
2573,127120,KOSDAQ,디엔에이링크,디엔에이링크
2574,092070,KOSDAQ,디엔에프,디엔에프
2575,039840,KOSDAQ,디오,디오
2576,013570,KOSPI,디와이,디와이
2577,219550,KOSDAQ,디와이디,디와이디
2578,310870,KOSDAQ,디와이씨,디와이씨
2579,210540,KOSPI,디와이파워,디와이파워
2580,104460,KOSDAQ,디와이피엔에프,디와이피엔에프
2581,079810,KOSDAQ,디이엔티,디이엔티
2582,113810,KOSDAQ,디젠스,디젠스
2583,043360,KOSDAQ,디지아이,디지아이
2584,197140,KOSDAQ,디지캡,디지캡
2585,068930,KOSDAQ,디지털대성,디지털대성
2586,033130,KOSDAQ,디지틀조선,디지틀조선
2587,105740,KOSDAQ,디케이락,디케이락
2588,263020,KOSDAQ,디케이앤디,디케이앤디
2589,290550,KOSDAQ,디케이티,디케이티
2590,007340,KOSPI,디티알오토모티브,디티알오토모티브
2591,187220,KOSDAQ,디티앤씨,디티앤씨
2592,163430,KONEX,디피코,디피코
2593,131180,KOSDAQ,딜리,딜리
2594,315640,KOSDAQ,딥노이드,딥노이드
2595,317120,KOSDAQ,라닉스,라닉스
2596,042510,KOSDAQ,라온시큐어,라온시큐어
2597,232680,KOSDAQ,라온테크,라온테크
2598,300120,KOSDAQ,라온피플,라온피플
2599,171120,KOSDAQ,라이온켐텍,라이온켐텍
2600,069540,KOSDAQ,라이트론,라이트론
2601,285770,KONEX,라이프사이언스테크놀로지,라이프사이언스테크놀로지
2602,347700,KOSDAQ,라이프시맨틱스,라이프시맨틱스
2603,214260,KOSDAQ,라파스,라파스
2604,403360,KONEX,라피치,라피치
2605,115390,KOSPI,락앤락,락앤락
2606,200350,KOSDAQ,래몽래인,래몽래인
2607,171010,KOSDAQ,램테크놀러지,램테크놀러지
2608,084650,KOSDAQ,랩지노믹스,랩지노믹스
2609,217500,KOSDAQ,러셀,러셀
2610,092590,KONEX,럭스피아,럭스피아
2611,141080,KOSDAQ,레고켐바이오,레고켐바이오
2612,060300,KOSDAQ,레드로버,레드로버
2613,038390,KOSDAQ,레드캡투어,레드캡투어
2614,294140,KOSDAQ,레몬,레몬
2615,228670,KOSDAQ,레이,레이
2616,228850,KOSDAQ,레이언스,레이언스
2617,281740,KOSDAQ,레이크머티리얼즈,레이크머티리얼즈
2618,277810,KOSDAQ,레인보우로보틱스,레인보우로보틱스
2619,179720,KONEX,렌딩머신,렌딩머신
2620,215100,KOSDAQ,로보로보,로보로보
2621,090360,KOSDAQ,로보스타,로보스타
2622,238500,KONEX,로보쓰리,로보쓰리
2623,108490,KOSDAQ,로보티즈,로보티즈
2624,900260,KOSDAQ,로스웰,로스웰
2625,223220,KONEX,로지스몬,로지스몬
2626,067730,KOSDAQ,로지시스,로지시스
2627,071280,KOSDAQ,로체시스템즈,로체시스템즈
2628,032350,KOSPI,롯데관광개발,롯데관광개발
2629,089860,KOSPI,롯데렌탈,롯데렌탈
2630,330590,KOSPI,롯데리츠,롯데리츠
2631,000400,KOSPI,롯데손해보험,롯데손해보험
2632,023530,KOSPI,롯데쇼핑,롯데쇼핑
2633,004000,KOSPI,롯데정밀화학,롯데정밀화학
2634,286940,KOSPI,롯데정보통신,롯데정보통신
2635,280360,KOSPI,롯데제과,롯데제과
2636,004990,KOSPI,롯데지주,롯데지주
2637,00499K,KOSPI,롯데지주우,롯데지주우
2638,005300,KOSPI,롯데칠성,롯데칠성
2639,005305,KOSPI,롯데칠성우,롯데칠성우
2640,011170,KOSPI,롯데케미칼,롯데케미칼
2641,002270,KOSPI,롯데푸드,롯데푸드
2642,071840,KOSPI,롯데하이마트,롯데하이마트
2643,038060,KOSDAQ,루멘스,루멘스
2644,162120,KONEX,루켄테크놀러지스,루켄테크놀러지스
2645,253610,KONEX,루트락,루트락
2646,085370,KOSDAQ,루트로닉,루트로닉
2647,08537M,KOSDAQ,루트로닉3우C,루트로닉3우c
2648,70102B96,KOSPI,룩셈부르크코어오피스(파생형)(A),룩셈부르크코어오피스(파생형)(a)
2649,70103B96,KOSPI,룩셈부르크코어오피스(파생형)(C-I),룩셈부르크코어오피스(파생형)(c-i)
2650,060240,KOSDAQ,룽투코리아,룽투코리아
2651,058470,KOSDAQ,리노공업,리노공업
2652,039980,KOSDAQ,리노스,리노스
2653,019570,KOSDAQ,리더스 기술투자,리더스 기술투자
2654,01957229,KOSDAQ,리더스 기술투자 9WR,리더스 기술투자 9wr
2655,016100,KOSDAQ,리더스코스메틱,리더스코스메틱
2656,012700,KOSDAQ,리드코프,리드코프
2657,302550,KOSDAQ,리메드,리메드
2658,377450,KOSDAQ,리파인,리파인
2659,277070,KOSDAQ,린드먼아시아,린드먼아시아
2660,042500,KOSDAQ,링네트,링네트
2661,219420,KOSDAQ,링크제니시스,링크제니시스
2662,027740,KOSPI,마니커,마니커
2663,195500,KOSDAQ,마니커에프앤지,마니커에프앤지
2664,137930,KOSPI,마이다스 200커버드콜5%OTM,마이다스 200커버드콜5%otm
2665,403790,KOSPI,마이다스 KoreaStock액티브,마이다스 koreastock액티브
2666,222810,KOSDAQ,마이더스AI,마이더스ai
2667,305090,KOSDAQ,마이크로디지탈,마이크로디지탈
2668,098120,KOSDAQ,마이크로컨텍솔,마이크로컨텍솔
2669,147760,KOSDAQ,마이크로프랜드,마이크로프랜드
2670,292340,KOSPI,마이티 200커버드콜ATM레버리지,마이티 200커버드콜atm레버리지
2671,159800,KOSPI,마이티 코스피100,마이티 코스피100
2672,377480,KOSDAQ,마인즈랩,마인즈랩
2673,038290,KOSDAQ,마크로젠,마크로젠
2674,204320,KOSPI,만도,만도
2675,001080,KOSPI,만호제강,만호제강
2676,220630,KOSDAQ,맘스터치,맘스터치
2677,267980,KOSDAQ,매일유업,매일유업
2678,005990,KOSDAQ,매일홀딩스,매일홀딩스
2679,127160,KOSDAQ,매직마이크로,매직마이크로
2680,093520,KOSDAQ,매커스,매커스
2681,377030,KOSDAQ,맥스트,맥스트
2682,088980,KOSPI,맥쿼리인프라,맥쿼리인프라
2683,094800,KOSPI,맵스리얼티1,맵스리얼티1
2684,74401777,KOSPI,맵스미국11호,맵스미국11호
2685,74401BAA,KOSPI,맵스미국16호 종류A,맵스미국16호 종류a
2686,74401769,KOSPI,맵스미국9-2호,맵스미국9-2호
2687,74401773,KOSPI,맵스호주2호,맵스호주2호
2688,100590,KOSDAQ,머큐리,머큐리
2689,067280,KOSDAQ,멀티캠퍼스,멀티캠퍼스
2690,072870,KOSDAQ,메가스터디,메가스터디
2691,215200,KOSDAQ,메가스터디교육,메가스터디교육
2692,133750,KOSDAQ,메가엠디,메가엠디
2693,235980,KOSDAQ,메드팩토,메드팩토
2694,200580,KONEX,메디쎄이,메디쎄이
2695,041920,KOSDAQ,메디아나,메디아나
2696,233250,KONEX,메디안디노스틱,메디안디노스틱
2697,014100,KOSDAQ,메디앙스,메디앙스
2698,236340,KONEX,메디젠휴먼케어,메디젠휴먼케어
2699,054180,KOSDAQ,메디콕스,메디콕스
2700,086900,KOSDAQ,메디톡스,메디톡스
2701,078160,KOSDAQ,메디포스트,메디포스트
2702,065650,KOSDAQ,메디프론,메디프론
2703,610032,KOSPI,메리츠 CSI 300 ETN,메리츠 csi 300 etn
2704,610031,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN,메리츠 s&p 유럽탄소배출권 선물 etn
2705,610030,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN(H),메리츠 s&p 유럽탄소배출권 선물 etn(h)
2706,610033,KOSPI,메리츠 STAR 50 ETN,메리츠 star 50 etn
2707,610026,KOSPI,메리츠 구리 선물 ETN(H),메리츠 구리 선물 etn(h)
2708,610018,KOSPI,메리츠 국채10년 ETN,메리츠 국채10년 etn
2709,610007,KOSPI,메리츠 국채30년 ETN,메리츠 국채30년 etn
2710,610011,KOSPI,메리츠 금 선물 ETN(H),메리츠 금 선물 etn(h)
2711,610034,KOSPI,메리츠 대표 농산물 선물 ETN(H),메리츠 대표 농산물 선물 etn(h)
2712,610005,KOSPI,메리츠 레버리지 KRX300 선물 ETN,메리츠 레버리지 krx300 선물 etn
2713,610028,KOSPI,메리츠 레버리지 구리 선물 ETN(H),메리츠 레버리지 구리 선물 etn(h)
2714,610019,KOSPI,메리츠 레버리지 국채10년 ETN,메리츠 레버리지 국채10년 etn
2715,610008,KOSPI,메리츠 레버리지 국채30년 ETN,메리츠 레버리지 국채30년 etn
2716,610012,KOSPI,메리츠 레버리지 금 선물 ETN(H),메리츠 레버리지 금 선물 etn(h)
2717,610035,KOSPI,메리츠 레버리지 대표 농산물 선물 ETN(H),메리츠 레버리지 대표 농산물 선물 etn(h)
2718,610023,KOSPI,메리츠 레버리지 미국채10년 ETN(H),메리츠 레버리지 미국채10년 etn(h)
2719,610016,KOSPI,메리츠 레버리지 은 선물 ETN(H),메리츠 레버리지 은 선물 etn(h)
2720,610002,KOSPI,메리츠 레버리지 인플레이션 국채 ETN,메리츠 레버리지 인플레이션 국채 etn
2721,610003,KOSPI,메리츠 미국 인플레이션 국채 ETN(H),메리츠 미국 인플레이션 국채 etn(h)
2722,610004,KOSPI,메리츠 미국레버리지 인플레이션국채ETN(H),메리츠 미국레버리지 인플레이션국채etn(h)
2723,610022,KOSPI,메리츠 미국채10년 ETN(H),메리츠 미국채10년 etn(h)
2724,610041,KOSPI,메리츠 블룸버그 레버리지 WTI선물 ETN(H),메리츠 블룸버그 레버리지 wti선물 etn(h)
2725,610042,KOSPI,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),메리츠 블룸버그 인버스 2x wti선물 etn(h)
2726,610014,KOSPI,메리츠 은 선물 ETN(H),메리츠 은 선물 etn(h)
2727,610006,KOSPI,메리츠 인버스 2X KRX300 선물 ETN,메리츠 인버스 2x krx300 선물 etn
2728,610029,KOSPI,메리츠 인버스 2X 구리 선물 ETN(H),메리츠 인버스 2x 구리 선물 etn(h)
2729,610021,KOSPI,메리츠 인버스 2X 국채10년 ETN,메리츠 인버스 2x 국채10년 etn
2730,610010,KOSPI,메리츠 인버스 2X 국채30년 ETN,메리츠 인버스 2x 국채30년 etn
2731,610013,KOSPI,메리츠 인버스 2X 금 선물 ETN(H),메리츠 인버스 2x 금 선물 etn(h)
2732,610036,KOSPI,메리츠 인버스 2X 대표 농산물 선물 ETN(H),메리츠 인버스 2x 대표 농산물 선물 etn(h)
2733,610025,KOSPI,메리츠 인버스 2X 미국채10년 ETN(H),메리츠 인버스 2x 미국채10년 etn(h)
2734,610017,KOSPI,메리츠 인버스 2X 은 선물 ETN(H),메리츠 인버스 2x 은 선물 etn(h)
2735,610027,KOSPI,메리츠 인버스 구리 선물 ETN(H),메리츠 인버스 구리 선물 etn(h)
2736,610020,KOSPI,메리츠 인버스 국채10년 ETN,메리츠 인버스 국채10년 etn
2737,610009,KOSPI,메리츠 인버스 국채30년 ETN,메리츠 인버스 국채30년 etn
2738,610024,KOSPI,메리츠 인버스 미국채10년 ETN(H),메리츠 인버스 미국채10년 etn(h)
2739,610015,KOSPI,메리츠 인버스 은 선물 ETN(H),메리츠 인버스 은 선물 etn(h)
2740,610001,KOSPI,메리츠 인플레이션 국채 ETN,메리츠 인플레이션 국채 etn
2741,138040,KOSPI,메리츠금융지주,메리츠금융지주
2742,74601669,KOSPI,메리츠베트남주식혼합,메리츠베트남주식혼합
2743,008560,KOSPI,메리츠증권,메리츠증권
2744,000060,KOSPI,메리츠화재,메리츠화재
2745,021880,KOSDAQ,메이슨캐피탈,메이슨캐피탈
2746,140410,KOSDAQ,메지온,메지온
